record_type|counterparty_name|country|isin
D|77396|CONAGRA BRANDS INC*|SG|0000000000300547620
D|87264|CONCENTRIX CORP*|SG|0000000000300566248
D|12804|CONNECT EAST FI PTY*|AU|0000000000300000032
D|12804|CONNECT EAST FI PTY*|SG|0000000000300434431
D|18103|CONOCOPHILLIPS CA FUND CO I*|SG|0000000000300328207
D|75401|CONOCOPHILLIPS COM*|SG|0000000000300381142
D|21531|CONOCOPHILLIPS*|SG|0000000000300326899
D|9832|CONSCIENCEFOOD HLDG LTD*|SG|0000000000300384811
D|15842|CONSOL EDISON CO OF NY INC*|SG|0000000000300424060
D|12657|CONSOL ENERGY INC*|SG|0000000000300373769
D|47282|CONSTELLATION BRAND*|SG|0000000000300498240
D|83902|CONSTELLATION ENERG*|SG|0000000000300560051
D|20986|CONSUMERS ENERGY CO*|SG|0000000000300442159
D|87275|CONTACT ENERGY LTD*|SG|0000000000300566261
D|68739|CONTEMP RUIDING DEV*|SG|0000000000300510468
D|49270|CONTEMPORARY AMPERE*|TW|0000000000300000783
D|49270|CONTEMPORARY AMPERE*|SG|0000000000300500779
D|49269|CONTEMPORARY RUIDIN*|TW|0000000000300000782
D|49269|CONTEMPORARY RUIDIN*|HK|0000000000300034916
D|49269|CONTEMPORARY RUIDIN*|SG|0000000000300500780
D|11730|CONTINENTAL HLDGS CORP*|SG|0000000000300379191
D|49334|CONTINENTAL RES INC*|SG|0000000000300500885
D|3524|CONTINENTAL*|SG|0000000000300325616
D|79099|CONTINUUM ENERGY LE*|SG|0000000000300551413
D|24989|COOP RABOBK-WLG|TW|0000000000300000831
D|24989|COOP RABOBK-WLG|SG|0000000000300463072
D|86916|COREWEAVE INC*|SG|0000000000300565502
D|10080|CORNING INC*|SG|0000000000300384355
D|62643|CORP NAC DEL COBRE*|SG|0000000000300510740
D|21734|CORP NACIONAL DELCO*|TW|0000000000300000145
D|22829|COSCO FIN 2011 LTD*|TW|0000000000300000162
D|22829|COSCO FIN 2011 LTD*|HK|0000000000300032512
D|22829|COSCO FIN 2011 LTD*|SG|0000000000300523462
D|16637|COSCO FIN CL*|SG|0000000000300405025
D|12647|COSCO INTL HLDGS LTD*|SG|0000000000300385765
D|38646|COSCO SHIP PORTS LT*|SG|0000000000300482309
D|27521|COSCO SHIPPING ENER*|SG|0000000000300367459
D|23254|COSL FIN BVI LTD*|TW|0000000000300000168
D|23254|COSL FIN BVI LTD*|HK|0000000000300032622
D|23254|COSL FIN BVI LTD*|SG|0000000000300402497
D|19984|COSL SPORE CAP*|TW|0000000000300000160
D|19984|COSL SPORE CAP*|HK|0000000000300034340
D|19984|COSL SPORE CAP*|SG|0000000000300434956
D|15160|COSTCO WHOLESALE CORP*|SG|0000000000300413191
D|62599|COTERRA ENERGY INC*|SG|0000000000300373767
D|66908|COUNCIL OF EUROPE*|TW|0000000000300000233
D|66908|COUNCIL OF EUROPE*|SG|0000000000300520432
D|66908|COUNCIL OF EUROPE*|GB|0000000000300000482
D|15396|COUNTRY GARDEN HLDG CO*|SG|0000000000300374032
D|15396|COUNTRY GARDEN HLDG CO*|MY|0000000000300257277
D|15320|COUNTRYWIDE HOME LOAN*|SG|0000000000300321106
D|56636|COUPA SOFTWARE INC*|SG|0000000000300503278
D|5824|COURTS ASIA LTD*|SG|0000000000300409339
D|80879|COVENTRY BLDG SOC*|SG|0000000000300555100
D|21093|COVESTRO AG*|SG|0000000000300442903
D|75392|COVIVIO SA*|SG|0000000000300543099
D|13573|COWAY CL*|SG|0000000000300408604
D|4395|COX COMMS INC*|SG|0000000000300410559
D|11514|CP ALL PCL*|SG|0000000000300398888
D|11514|CP ALL PCL*|TH|0000000008500000047
D|49581|CPF (TH) PCL*|TH|0000000008500004604
D|39039|CPI PROPERTY GRP*|SG|0000000000300482871
D|64978|CPNREIT*|TH|0000000003103449835
D|70166|CPPIB CAP INC*|MY|0000000000300387254
D|23966|CR AGRI CIB FIN SOL*|SG|0000000000300458375
D|1785|CR AGRI CIB-PS|MY|0000000000300000120
D|64729|CR AGRI CIB-SYD|AU|0000000000300000179
D|22970|CR AGRI-LDN|TW|0000000000300000326
D|22970|CR AGRI-LDN|SG|0000000000300370419
D|10944|CR GUARANTEE CORP(M) BHD*|SG|0000000000300405332
D|20104|CR SUISSE GR FD(GE)*|SG|0000000000300436147
D|20104|CR SUISSE GR FD(GE)*|MY|0000000000300390652
D|27904|CR SUISSE GRP AG-ZRH|TW|0000000000300000236
D|27904|CR SUISSE GRP AG-ZRH|SG|0000000000300402699
D|27904|CR SUISSE GRP AG-ZRH|MY|0000000000300356774
D|1387|CR SUISSE-LDN|MY|0000000000300277514
D|82716|CRAFTSKY*|TH|0000000006900037236
D|85463|CRANE CO*|SG|0000000000300563487
D|18448|CRC CREATN PCL*|SG|0000000000300397576
D|42787|CRCC CHENGAN LTD*|HK|0000000000300033928
D|42787|CRCC CHENGAN LTD*|SG|0000000000300529355
D|82487|CRCC HUAYUAN LTD*|HK|0000000000300036298
D|4013|CRCC YUPENG LTD*|TW|0000000000300000273
D|4013|CRCC YUPENG LTD*|HK|0000000000300031961
D|4013|CRCC YUPENG LTD*|SG|0000000000300423416
D|10831|CRCC YUXIANG LTD*|HK|0000000000300032653
D|10831|CRCC YUXIANG LTD*|SG|0000000000300409815
D|8634|CREATIVE TECH LTD*|SG|0000000000300204143
D|69204|CREDIT AGRI CIB FIN*|SG|0000000000300524150
D|11218|CRH*|SG|0000000000300332142
D|56893|CRISPR THERAPEUTICS*|SG|0000000000300503660
D|71797|CROMWELL EURO REIT*|SG|0000000000300532501
D|49120|CROWDSTRIKE HLDGS*|SG|0000000000300500557
D|5440|CROWN GRP FIN LTD*|SG|0000000000300405002
D|21718|CRRC CORP LTD*|SG|0000000000300447380
D|21718|CRRC CORP LTD*|CN|0000000009100006612
D|63305|CRYSTAL IDEA GRP*|SG|0000000000300511499
D|7785|CRYSTAL INTERNET VENT FD (BVI)*|SG|0000000000300404388
D|6069|CSC STEEL HLDGS BHD*|SG|0000000000300386420
D|21459|CSCEC FIN KY I LTD*|SG|0000000000300445586
D|21637|CSCEC FIN KY II LTD*|TW|0000000000300000278
D|21637|CSCEC FIN KY II LTD*|HK|0000000000300031646
D|21637|CSCEC FIN KY II LTD*|SG|0000000000300446813
D|48506|CSCIF ASIA LTD*|SG|0000000000300499625
D|82413|CSI MTN LIMITED*|HK|0000000000300035353
D|65850|CSL FINANCE PLC*|SG|0000000000300516053
D|14865|CSL LIMITED*|SG|0000000000300412742
D|23710|CSOP ASSET MGT LTD*|SG|0000000000300457454
D|71148|CSPC PHARM GRP LTD*|SG|0000000000300530229
D|45548|CSSC CAP 2015 LTD*|HK|0000000000300034896
D|45548|CSSC CAP 2015 LTD*|SG|0000000000300496156
D|9311|CSSC CAPITAL 2013 LTD*|SG|0000000000300418714
D|87406|CSTONE PHARMACEUTIC*|SG|0000000000300566561
D|8198|CSX CORP*|SG|0000000000300406578
D|30826|CTBBMYKL|MY|0000000000300193370
D|61757|CTBC FIN HLDG CL*|TW|0000000000300000280
D|8589|CTRL CHINA REAL EST*|SG|0000000000300379714
D|23445|CTRL JAPAN RAILWAY*|TW|0000000000300000249
D|23445|CTRL JAPAN RAILWAY*|HK|0000000000300033051
D|23445|CTRL JAPAN RAILWAY*|SG|0000000000300449819
D|25964|CTRL NIPPON EXPWAY*|TW|0000000000300000210
D|25964|CTRL NIPPON EXPWAY*|HK|0000000000300033048
D|25964|CTRL NIPPON EXPWAY*|SG|0000000000300423372
D|26673|CTRL PLAZA DEV LTD*|HK|0000000000300032501
D|26673|CTRL PLAZA DEV LTD*|SG|0000000000300413721
D|20071|CUMMINS INC*|SG|0000000000300435762
D|4121|CVS HEALTH CORP*|TW|0000000000300000239
D|4121|CVS HEALTH CORP*|HK|0000000000300035841
D|4121|CVS HEALTH CORP*|SG|0000000000300367447
D|5811|CWT LTD*|SG|0000000000300204152
D|16061|CYPARK RES BHD*|SG|0000000000300385405
D|49618|D SQUARE GRP CL*|TH|0000000003100098104
D|4129|D.R. HORTON INC*|SG|0000000000400054556
D|43291|DA-LI DEVT CL*|TW|0000000000400000031
D|48962|DAEWOO ENGRG & CONS*|SG|0000000000400052050
D|5804|DAEWOO INTL CORP*|KR|0000000000400000002
D|5804|DAEWOO INTL CORP*|SG|0000000000400040318
D|25839|DAI-ICHI LIFE HLDGS*|SG|0000000000400069540
D|4680|DAI-ICHI MUTUAL LIFE-JP|SG|0000000000400035689
D|74558|DAIKIN INDUSTRIES L*|SG|0000000000400032536
D|34932|DAIMLEAG|TW|0000000000400000039
D|34932|DAIMLEAG|SG|0000000000400033419
D|34932|DAIMLEAG|MY|0000000000400017423
D|34932|DAIMLEAG|CN|0000000000400000052
D|7850|DAIMLER CHRYSLER NA HLDG*|SG|0000000000400029890
D|28363|DAIMLER FIN NA LLC*|TW|0000000000400000034
D|28363|DAIMLER FIN NA LLC*|SG|0000000000400054338
D|18613|DAIMLER INTL FIN BV*|SG|0000000000400058331
D|18613|DAIMLER INTL FIN BV*|CN|0000000001300000544
D|27389|DAISHIN SEC CL|KR|0000000000400000048
D|43032|DALIAN COM EX-DL|CN|0000000007400004344
D|41914|DALIAN DETA INVT CL*|SG|0000000000400076145
D|19808|DALIAN WANDA COMM*|SG|0000000000400060571
D|3585|DANAHER CORP*|SG|0000000000400054094
D|35559|DANAINNASI|MY|0000000000400015507
D|17386|DANGA CAPITAL BHD*|SG|0000000000400044786
D|17386|DANGA CAPITAL BHD*|MY|0000000000400013157
D|19145|DANONE*|SG|0000000000400046287
D|1232|DANSKE BK-CPN|MY|0000000000400004910
D|49520|DANTO HLDGS CORP*|SG|0000000000400080236
D|43271|DANUM CAP BERHAD*|MY|0000000000400025351
D|10236|DAQIN RAILWAY CL*|SG|0000000000400045090
D|84313|DAQO NEW ENERGY COR*|SG|0000000000400098793
D|11224|DAR AL ARKAN SUKUK CL*|SG|0000000000400053760
D|45822|DARDEN REST INC*|SG|0000000000400078773
D|17048|DASHANG GRP CL*|SG|0000000000400045091
D|57444|DATADOG INC*|SG|0000000000400081242
D|11032|DAVITA HEALTHCARE PTR INC*|SG|0000000000400057351
D|30798|DAVITA INC*|SG|0000000000400074309
D|13945|DAVOMAS INTL*|SG|0000000000400031808
D|19751|DAWN VICTOR LTD*|SG|0000000000400060458
D|14692|DAYANG ENT HLDGS BHD*|SG|0000000000400047165
D|42277|DAYANG ENTERPRISE HO|MY|0000000000400011585
D|13407|DB COMMODITY SVCS LLC*|SG|0000000000400046753
D|25976|DB FIN INVT CL*|KR|0000000000400000001
D|1138|DBS|MY|0000000000400004906
D|1138|DBS|CN|0000000008800000025
D|21755|DBS TR CDL H REIT*|SG|0000000000300367440
D|30185|DBS TR LTD SPH REIT*|SG|0000000000400062942
D|66936|DBS TR MAPLE COM TR*|HK|0000000000400000919
D|66936|DBS TR MAPLE COM TR*|SG|0000000000400052924
D|23538|DBS-SYD|SG|0000000000400067019
D|23538|DBS-SYD|MY|0000000000400031961
D|2278|DBS-TPE|MY|0000000000400013925
D|35677|DCMMMYKL|MY|0000000001500011703
D|8465|DEAN FOODS CO*|SG|0000000000400046126
D|6937|DECKERS OUTDOOR CORP*|SG|0000000000400046451
D|12765|DEERE & CO*|SG|0000000000400032647
D|11754|DEL MONTE PACIFIC LTD*|SG|0000000000400045226
D|21467|DELFI LTD*|SG|0000000001600023926
D|5119|DELHI INTL AIRPORT*|SG|0000000000400059255
D|23760|DELL INC*|SG|0000000000400054867
D|40609|DELL INTL LLC/EMC C*|SG|0000000000400075352
D|82710|DELL TECHNOLOGIES*|TW|0000000000400000113
D|82710|DELL TECHNOLOGIES*|SG|0000000000400089442
D|82710|DELL TECHNOLOGIES*|MY|0000000000400046461
D|16625|DELTA AIR LINES INC*|SG|0000000000400046355
D|60821|DEMCO PCL*|TH|0000000003100420208
D|22174|DEMETER INVT BV*|SG|0000000000400065043
D|26623|DENSO CORP*|SG|0000000000400056087
D|14563|DESARROLLADORA HOMEX*|SG|0000000000400052882
D|14881|DEUTSCHE BAHN FIN BV*|SG|0000000000400030886
D|1958|DEUTSCHE BK (CN)-BJG|CN|0000000007500001949
D|18816|DEUTSCHE BK CONT CAP TR IV*|SG|0000000000400052653
D|16994|DEUTSCHE LUFT*|SG|0000000000400031809
D|10714|DEUTSCHE POST AG*|SG|0000000000400050853
D|16272|DEUTSCHE POST FIN BV*|SG|0000000000400050854
D|16768|DEUTSCHE TELEKOM AG|SG|0000000000400031090
D|10738|DEUTSCHE TELEKOM INTL*|SG|0000000000400046939
D|1233|DEUTSCHE-FFT|MY|0000000000400004908
D|1786|DEUTSCHE-HK|MY|0000000000400004915
D|1681|DEUTSCHE-KL|MY|0000000000400008810
D|1235|DEUTSCHE-LDN|MY|0000000000400004921
D|1236|DEUTSCHE-S|MY|0000000000400004922
D|19103|DEVON ENERGY CORP*|SG|0000000000400043132
D|20642|DEVT BK OF MN-ULB|SG|0000000000400062239
D|76058|DEXCOM INC*|SG|0000000000400093425
D|43971|DEXIA CR LOCAL-PS|SG|0000000000400077567
D|16582|DEXIA MUNICIPAL AGY*|SG|0000000000400040351
D|62742|DEXIN CHINA HLDS CL*|SG|0000000000400083274
D|45235|DEXUS FIN PTY LTD*|SG|0000000000400078340
D|45235|DEXUS FIN PTY LTD*|MY|0000000000400030422
D|85224|DFI RETAIL GRP HLDG*|SG|0000000000400099256
D|27433|DH EUROPE FIN SA*|SG|0000000000400071714
D|11159|DIAGEO CAP PLC*|TW|0000000000400000061
D|11159|DIAGEO CAP PLC*|SG|0000000000400032403
D|21214|DIAGEO FIN PLC*|SG|0000000000400063389
D|15082|DIAGEO FIN*|SG|0000000000400033185
D|4014|DIAGEO PLC*|TW|0000000000400000062
D|4014|DIAGEO PLC*|SG|0000000000400033188
D|3676|DIALOG GRP BHD*|SG|0000000000400042035
D|3676|DIALOG GRP BHD*|MY|0000000000400012282
D|14675|DIAMOND OFFSHORE DRILLING INC*|SG|0000000000400057832
D|42705|DIAMONDBACK ENERGY*|SG|0000000000400076620
D|12007|DIANJIAN HAIXING LT*|SG|0000000000400058388
D|27118|DIANJIAN HAIYU LTD*|HK|0000000000400001634
D|27118|DIANJIAN HAIYU LTD*|SG|0000000000400071227
D|26876|DIANJIAN INTL FIN*|HK|0000000000400001635
D|26876|DIANJIAN INTL FIN*|SG|0000000000400070837
D|27487|DIB SUKUK LTD*|HK|0000000000400001495
D|27487|DIB SUKUK LTD*|SG|0000000000400071779
D|79788|DICKS SPORTING GOOD*|SG|0000000000400096209
D|61118|DIDI GLOBAL INC*|SG|0000000000400082529
D|13661|DIGI.COM BHD*|SG|0000000000400052916
D|14906|DIGITAL CHINA HLDG LTD*|SG|0000000000400046933
D|34611|DIGITELCOM|MY|0000000000400008567
D|20989|DIGNITY HEALTH*|SG|0000000000400062883
D|4865|DIJAYA CORP BHD*|SG|0000000000400047813
D|77128|DIREKRAT*|TH|0000000003103694347
D|11743|DIREXION SHARES ETF TR*|SG|0000000000400042369
D|25642|DISABIL CARE AU FD*|AU|0000000001300000198
D|22391|DISCOVERY COMM LLC*|SG|0000000000400065149
D|27383|DISH NETWORK CORP*|SG|0000000000400071628
D|59299|DIVERSIFIED HEALTH*|SG|0000000000400081893
D|21488|DMD1 FC & DMD2 FC*|TW|0000000000400000024
D|21488|DMD1 FC & DMD2 FC*|SG|0000000000400063857
D|10705|DNP HLDGS BHD*|SG|0000000000400045225
D|48846|DOCUSIGN INC*|SG|0000000000400079904
D|84991|DOHA FIN LTD*|SG|0000000000400049931
D|18837|DOLLAR GEN CORP*|TW|0000000000400000128
D|18837|DOLLAR GEN CORP*|HK|0000000000400001347
D|18837|DOLLAR GEN CORP*|SG|0000000000400057662
D|70894|DOLLAR TREE INC*|TW|0000000000400000122
D|70894|DOLLAR TREE INC*|SG|0000000000400088972
D|9908|DOLPHIN ENERGY LTD*|SG|0000000000400049718
D|78656|DOMAIN HLDGS AU*|SG|0000000000400095442
D|27004|DOMINION ENERGY INC*|SG|0000000000400070909
D|20985|DOMINION GAS HL LLC*|SG|0000000000400062884
D|71600|DOMINOS PIZZA INC*|SG|0000000000400089708
D|6277|DONG ENERGY AS*|SG|0000000000400046337
D|11570|DONGFANG SHIPBUILDING GRP CL*|SG|0000000000400050990
D|7652|DONGFENG MOTOR GRP CL-H*|SG|0000000000400043124
D|39286|DOOSAN HEAVY IN&CON*|SG|0000000000400074675
D|18291|DOOSAN INFRACORE CL*|SG|0000000000400046773
D|22487|DOOSAN PWR SYS*|SG|0000000000400065369
D|22465|DOUBLE ROSY LTD*|TW|0000000000400000035
D|22465|DOUBLE ROSY LTD*|HK|0000000000400001387
D|22465|DOUBLE ROSY LTD*|SG|0000000000400065327
D|19988|DOVER CORP*|SG|0000000000400060912
D|7903|DOW CHEMICAL CO*|TW|0000000002000000405
D|7903|DOW CHEMICAL CO*|SG|0000000000400032534
D|87473|DOW INC*|SG|0000000000400015193
D|26703|DOWNTOWN PROP TKY I*|HK|0000000000400001378
D|26712|DP WORLD CRES*|SG|0000000000400070470
D|18319|DP WORLD SUKUK LTD*|SG|0000000000400035318
D|24400|DR PENG HLDG HK LTD*|SG|0000000000400067823
D|25787|DR PEPPER SNAPPLE*|SG|0000000000400069500
D|78816|DR. ING. HCF PORSCH*|SG|0000000000400095566
D|58055|DRAFTKINGS INC*|SG|0000000000400081504
D|66583|DRAGON TMK*|JP|0000000000400000042
D|17599|DRB-HICOM BHD*|SG|0000000000400045668
D|17599|DRB-HICOM BHD*|MY|0000000000400023717
D|50714|DRILL-TECH (TH) CL*|TH|0000000003102773762
D|65530|DRIVER AUSTRALIA*|SG|0000000000400084768
D|48782|DROPBOX INC*|SG|0000000000400079854
D|5158|DRYSHIPS INC*|SG|0000000000400045998
D|17435|DSM NV*|SG|0000000000400035898
D|17903|DUBAI DOF SUKUK LTD*|SG|0000000000400050587
D|3737|DUBAI ELECT & WATER*|SG|0000000000400045571
D|20130|DUBAI HL CM OP MTN*|SG|0000000000400061294
D|19104|DUBAI METALS & COMMODITIES*|SG|0000000000400032497
D|17149|DUET GRP*|SG|0000000000400052901
D|64770|DUFRY*|SG|0000000000400069216
D|4451|DUKE ENERGY CORP*|TW|0000000000400000121
D|4451|DUKE ENERGY CORP*|SG|0000000000400057713
D|84455|DUKE ENERGY FLORIDA*|SG|0000000000400098885
D|20185|DUKE ENERGY OHIO*|SG|0000000000400061387
D|21319|DUKE ENGY CAROLINAS*|SG|0000000000400063576
D|55727|DUOPHARMA BIOTECH*|MY|0000000000300301900
D|58985|DUPONT DE NEMOURS*|SG|0000000000400070910
D|61217|DWPF FIN PTY LTD*|SG|0000000000400082572
D|57818|DXC TECHNOLOGY CO*|SG|0000000000400081384
D|18233|DYNA-MAC HLDGS LTD*|SG|0000000000400041533
D|26749|DYNAMIC POWER GLB*|HK|0000000000400001344
D|6858|DYNAMIC TALENT LTD*|SG|0000000000400051198
D|6709|E I DU PONT DE NEMOURS & CO*|SG|0000000000500049090
D|3799|E-COMMERCE CN DANGDANG*|SG|0000000000500044851
D|43494|E-HOUSE (CN) ENTP*|SG|0000000000500064969
D|4938|E. ON INTL FINANCE*|SG|0000000000500034583
D|6598|E.ON AG*|SG|0000000000500038129
D|7729|EACCESS LTD*|SG|0000000000500045943
D|78636|EAGERS AUTOMOTIVE L*|SG|0000000000500077204
D|8775|EAGON INDUSTRIAL CL*|SG|0000000000500044224
D|73637|EANG TONG KEE*|TH|0000000003103629613
D|55858|EASE TRADE GLB LTD*|SG|0000000000500067020
D|44627|EAST JPN RAILWAY CO*|SG|0000000000500057195
D|79666|EAST KLANG VALLEY E*|MY|0000000000500056004
D|20839|EAST&STH AFR TDB-BUJ|SG|0000000000500055561
D|18440|EASTERN & ORIENTAL BHD*|SG|0000000000500044313
D|10634|EASTERN AIR OVERSEAS HK CORP*|SG|0000000000500046170
D|30534|EASTERN CREATION IH*|TW|0000000000500000035
D|30534|EASTERN CREATION IH*|SG|0000000000500051671
D|23479|EASTERN CREATION II*|HK|0000000000500000762
D|23479|EASTERN CREATION II*|SG|0000000000500059872
D|6641|EASTMAN CHEM CO*|SG|0000000000500049102
D|70665|EASTW PCL*|TH|0000000008200017707
D|38772|EASY TACTIC LTD*|SG|0000000000500063296
D|23458|EASYJET AIRLINE CL*|SG|0000000000500058392
D|23457|EASYJET PLC*|SG|0000000000500058391
D|80880|EATON CORP PLC*|SG|0000000000500078239
D|10896|EBAY INC*|TW|0000000000500000073
D|10896|EBAY INC*|HK|0000000000500000993
D|10896|EBAY INC*|SG|0000000000500045489
D|10896|EBAY INC*|MY|0000000000500038399
D|45370|ECO WORLD CAP ASSET*|MY|0000000000500033681
D|73365|ECO WORLD CAP BHD*|MY|0000000000500053248
D|27933|ECO WORLD DEV GRP*|SG|0000000000500062061
D|41984|ECO WORLD INTL BHD*|MY|0000000000500025519
D|11011|ECOGREEN FINE CHEMS GRP*|SG|0000000000500044222
D|7969|ECOLAB INC*|SG|0000000000500053210
D|21757|ECOPETROL SA*|SG|0000000000500056788
D|5533|EDC FIN LTD*|SG|0000000000500053462
D|57998|EDC-CAN*|SG|0000000000500050607
D|57998|EDC-CAN*|U1|0000000000500000177
D|21558|EDENRED*|SG|0000000000500056424
D|22926|EDF SA*|TW|0000000000500000021
D|22926|EDF SA*|HK|0000000000500001225
D|22926|EDF SA*|SG|0000000000500044288
D|60835|EDITH COWAN UNIVERS*|SG|0000000000500068450
D|68388|EDOTCO MY SDN BHD*|MY|0000000000500025954
D|31159|EDRAENERGY|MY|0000000000500031411
D|63650|EDREAMS ODIGEO SA*|SG|0000000000500069245
D|25643|EDUCAT INVEST FUND*|AU|0000000001300000197
D|73081|EDWARDS LIFESCIENCE*|SG|0000000000500067611
D|23802|EFG INTL AG-ZRH|SG|0000000000500048610
D|23803|EFG INTL GUERNSEY*|SG|0000000000500058603
D|15908|EGANAGOLDPFEIL HLDGS LTD*|SG|0000000000500044238
D|22602|EHI CAR SVCS LTD*|SG|0000000000500057575
D|21722|EI SUKUK CO LTD-DUB|SG|0000000000500056713
D|3969|EIRCOM HOLDCO SA*|SG|0000000000500048524
D|28450|EISAI CL*|SG|0000000000500062552
D|40581|EKOVEST BHD*|SG|0000000000500063876
D|77965|ELDERS LTD*|SG|0000000000500076809
D|11810|ELDORADO GOLD CORP*|SG|0000000000500043339
D|48830|ELECT GLB INVTS LTD*|SG|0000000000500066632
D|61984|ELECTRANET PL*|SG|0000000000500068818
D|11109|ELECTRONIC ARTS INC*|SG|0000000000500049935
D|52060|ELEGANT ENGINEERS*|TH|0000000003100327222
D|81913|ELEVANCE HEALTH*|SG|0000000000100213114
D|6973|ELI LILLY & CO*|SG|0000000000500037103
D|54068|ELITE ENGINEERS CL*|TH|0000000003100026336
D|15776|ELK CORP*|SG|0000000000500044239
D|21388|ELM BV (SWISS REIN)*|SG|0000000000500056251
D|6895|EMART*|SG|0000000000500045582
D|14772|EMC CORP*|TW|0000000000500000018
D|14772|EMC CORP*|SG|0000000000500050004
D|82707|EMC*|TH|0000000003100031880
D|7658|EMD FIN LLC*|SG|0000000000500053717
D|15867|EMERALD ASSETS LTD*|SG|0000000000500039690
D|26798|EMERALD BAY SA*|SG|0000000000500060841
D|10138|EMERSON ELEC CO*|SG|0000000000500051450
D|60314|EMG SUKUK LTD*|SG|0000000000500068356
D|39148|EMIRATES DEVT-A D|SG|0000000000500063402
D|3493|EMIRATES NBD GLB FUND*|SG|0000000000500052811
D|12490|EMIRATES NBD TIER 1*|SG|0000000000500049904
D|1237|EMIRATES NBD-DUBAI|MY|0000000000500006633
D|26074|EMIRATES SEMB W & P*|SG|0000000000500060297
D|45766|EMIRATES TELE CORP*|SG|0000000000500052097
D|27477|EMIRATES TELECOM GP*|TW|0000000000500000030
D|27477|EMIRATES TELECOM GP*|SG|0000000000500065831
D|13509|EMIRATES*|SG|0000000000500043887
D|23673|EMPEROR INTL HLDGS*|SG|0000000000500058563
D|18172|EMPEROR WATCH & JEWL*|SG|0000000000500045772
D|23794|ENBRIDGE ENERGY PTR*|SG|0000000000500058594
D|41789|ENBRIDGE INC*|TW|0000000000500000076
D|41789|ENBRIDGE INC*|SG|0000000000500063794
D|41789|ENBRIDGE INC*|GB|0000000000500000063
D|21976|ENBW ENERGIE BADEN*|SG|0000000000500056898
D|21977|ENBW INTL FIN BV*|SG|0000000000500056899
D|43227|ENCORP SYSTEMBILT*|MY|0000000000500009187
D|42012|ENEL FIN INTL NV*|TW|0000000000500000040
D|42012|ENEL FIN INTL NV*|HK|0000000000500001262
D|42012|ENEL FIN INTL NV*|SG|0000000000500047596
D|4413|ENEL FINANCE INTL S.A*|SG|0000000000500038082
D|14869|ENEL SPA*|TW|0000000000500000042
D|14869|ENEL SPA*|HK|0000000000500001263
D|14869|ENEL SPA*|SG|0000000000500045513
D|3783|ENERGIAS DE PORTUGAL*|SG|0000000000500035910
D|17352|ENEXIS HLDG NV*|SG|0000000000500048748
D|9964|ENG KAH CORP BHD*|SG|0000000000500044314
D|20068|ENGIE S.A.*|SG|0000000000700106718
D|38787|ENN CLEAN EN INTL I*|SG|0000000000500063300
D|3521|ENN ENERGY HLDG LTD*|HK|0000000000500000727
D|3521|ENN ENERGY HLDG LTD*|SG|0000000000500045713
D|87302|ENPHASE ENERGY INC*|SG|0000000000500080944
D|83771|ENQUEST PLC*|SG|0000000000500079332
D|20984|ENTERGY LOUISIANA*|SG|0000000000500055741
D|7634|ENTP PRDTS OPERATING LLC*|SG|0000000000500049061
D|5028|ENTP PRDTS PARTNERS LP*|SG|0000000000500049144
D|7532|ENVIRO-HUB HLDG LTD*|SG|0000000001200313462
D|18785|EOG RESOURCES INC*|SG|0000000000500049835
D|10961|EPISTAR CORP*|SG|0000000000500044330
D|22649|EQUATE PETROCHEM BV*|SG|0000000000500057639
D|75726|EQUATE SUKUK SPC LT*|SG|0000000000500075646
D|10357|EQUINE CAP BHD*|SG|0000000000500044315
D|84244|EQUINIX AFC PL*|SG|0000000000500079564
D|70666|EQUINIX INC*|TW|0000000000500000074
D|70666|EQUINIX INC*|SG|0000000000500072684
D|75929|EQUINOR A*|SG|0000000000500070293
D|16555|EQUISAR INTL INCORP*|HK|0000000000500000966
D|16555|EQUISAR INTL INCORP*|SG|0000000000500050737
D|8388|EQUVO PL*|SG|0000000000500046960
D|84861|ERSTE GP BK-VNA|SG|0000000000500040627
D|41982|ESIC SUKUK LTD*|SG|0000000000500064350
D|15739|ESPRIT HLDGS LTD*|SG|0000000000500042280
D|24471|ESR CAYMAN LTD*|SG|0000000000500059087
D|27317|ESR REIT*|SG|0000000001800079873
D|39188|ESR SACHIURA 4 TMK*|JP|0000000000500000062
D|66579|ESR-LOGOS REIT*|SG|0000000000500070477
D|30227|ESR-MTN PL*|SG|0000000000500062950
D|13482|ESSAR ENERGY INVEST LTD*|SG|0000000000500047311
D|5722|ESSILOR INTL SA*|SG|0000000000500051776
D|43655|ESSILORLUXOTTICA SA*|SG|0000000000500065037
D|13402|ESTEE LAUDER CO INC*|SG|0000000000500051086
D|58139|ETF SERIES SOLUTION*|SG|0000000000500067769
D|25019|ETSA UTILITIES FIN*|SG|0000000000500059580
D|58835|ETSY INC*|SG|0000000000500067913
D|5890|EU YAN SANG INTL*|SG|0000000000500024483
D|2108|EURO BK RECONSTR-LDN|TW|0000000000500000029
D|2108|EURO BK RECONSTR-LDN|VN|0000000000500000029
D|2108|EURO BK RECONSTR-LDN|SG|0000000000500042930
D|2108|EURO BK RECONSTR-LDN|GB|0000000000500000111
D|1238|EUROCLEAR-BSL|MY|0000000000500023959
D|3826|EUROPEAN DIR PARENT SA*|SG|0000000000500045771
D|84724|EUROPEAN UNION*|SG|0000000000500047165
D|29832|EVERBRIGHT SHK(BVI)*|SG|0000000000500062709
