src_system,sub_system,data_cat,data_frq,record_type,counterparty_short_name,counterparty_full_name,address_line_0,address_line_1,address_line_2,address_line_3,city,country,postal_code,fax_number,telex_number,industry,is_broker,is_custodian,is_issuer,is_bank,is_subsidiary,is_corporate,primary_contact,primary_number,other_contact,other_number,subsidiary_level,counterparty_grandparent,counterparty_parent,resident_y_n,mas_industry_code,country_of_incorporation,cels_code,industry_group,src_id,processing_date,m_label
gmp,cis,sta,dly,D,NORINCHUKIN-TKY,NORINCHUKIN BANK,FOREIGN DIV C. P. O. BOX 364,TOKYO 100 JAPAN,,,TOKYO,Japan,,,,,N,N,Y,Y,N,N,,,,,Branch,NORINCHUKIN BK,NORINCHUKIN BK,,601101,JAPAN,NOCUJPJT,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SMBC-HK,SUMITOMO MITSUI BANKING CORP,"8/F, ONE INTERNATIONAL FINANCE","CENTRE, 1 HARBOUR VIEW STREET,","CENTRAL, HONG KONG",,HONGKONG,Hong Kong,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,SUMITOMO MITSUI BANKING CORP GRP,SUMITOMO MITSUI BKG CORP,,601101,JAPAN,SMITHKHH,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,HSBC TRINKAUS-DSL,HSBC TRINKAUS UND BURKHARDT AG,,,,,,Germany,,,,,N,Y,N,N,N,N,,,,,Subsidiary,HSBC TRINKAUS-DSL,HSBC TRINKAUS-DSL,,,GERMANY,,,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,STD CHART-BGK,STANDARD CHARTERED BANK (THAI) PUBLIC COMPANY LIMITED,"90 NORTH SATHORN ROAD,","SILOM, BANGRAK,","BANGKOK 10500, THAILAND",,BANGKOK,Thailand,,,,,N,Y,N,Y,N,N,,,,,Branch,STANDARD CHARTERED GRP,STD CHART BK (THAI),,601101,THAILAND,NTBLTHBK,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BK OF TOKYO-MIT-LDN,MUFG BANK LTD.,ROPEMAKER PLACE,25 ROPEMAKER STREET,LONDON,EC2Y 9AN,LONDON,United Kingdom,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,MITSUBISHI UFJ FINANCIAL GRP,MUFG BANK LTD.,,601101,JAPAN,BOTKGB2L,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BOC-TKY,BANK OF CHINA TOKYO,1 FL NEW MARUNOUCHI,1-5-1 MARUNOUCHI,CHIYODA-KU TOKYO,JAPAN,TOKYO,Japan,,,,,N,N,Y,Y,N,N,,,,,Branch,BK OF CHINA GRP,BK OF CHINA,,601101,CHINA,BKCHJPJT,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BK OF TOKYO-MIT-KL,MUFG BANK (MALAYSIA) BERHAD,"LEVEL 9, 10 AND 11 MENARA IMC",8 JALAN SULTAN ISMAIL 50250,KUALA LUMPUR P.O. BOX 10959,50931 KUALA LUMPUR MALAYSIA,KUALA LUMPUR,Malaysia,,,,,N,Y,N,Y,N,N,,,,,Branch,MITSUBISHI UFJ FINANCIAL GRP,MUFG BANK (MALAYSIA) BHD,,601101,MALAYSIA,BOTMMYKL,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,1644
gmp,cis,sta,dly,D,ANZ NATL (INTL) LTD-LDN,ANZ NATIONAL (INTERNATIONAL) LTD,,,,,,United Kingdom,,,,,N,N,Y,Y,N,N,,,,,Branch,ANZ BKG GRP,ANZ NEW ZEALAND INTL LTD,,601707,NEW ZEALAND,,FIH-Bank Funding Vehicles (Bank risk weight),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BNP PARI FORTIS-BSL,BNP PARIBAS FORTIS BANK SA/NV,3 MONTAGNE DU PARC,1000 BRUSSELS,BELGIUM,,BRUXELLES,Belgium,,322-5656296,,,N,N,Y,Y,N,N,,322-565-8410/6281,,,Branch,BNP PARIBAS GRP,BNP PARIBAS FORTIS BK,,601101,BELGIUM,GEBABEBB,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,1707
gmp,cis,sta,dly,D,BK SINOPAC-TPE,BANK SINOPAC,BANK SINOPAC BUILDING,FLOOR 2 9-1 CHIEN-KUD,"NORTH ROAD, SECTION 2, TAIPEI","POB 112-818, TAIPEI",TAIPEI,Taiwan,,,,,N,N,Y,Y,N,N,,,,,Branch,BANK SINOPAC GRP,BK SINOPAC,,601101,TAIWAN,SINOTWTP,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,OGB-US,OGB US,,,,,UNITED STATE,United States,,,,,N,N,Y,N,N,N,,,,,Branch,GOVT OF UNITED STATES GRP,GOVT OF UNITED STATES,,817001,UNITED STATES,USCGUS33,OTH-Foreign Central Government,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,TSY CORP OF VIC-MLB*,TREASURY CORPORATION OF VICTORIA - MELBOURNE,LEVEL 12,1 COLLINS STREET,MELBOURNE VIC 3000,,MELBOURNE,Australia,003000,,,,N,N,Y,N,N,N,,,,,Branch,GOVT OF AUSTRALIA GRP,TRSY CORP OF VICTORIA,,817008,AUSTRALIA,TCOVAU3M,OTH-Foreign Public Sector Entities,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,GROUPE BPCE-PS,GROUPE BPCE,,,,,,France,,,,,N,N,Y,Y,N,N,,,,,Branch,BPCE GRP,BPCE,,601101,FRANCE,,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,RABO-NY,COOPERATIEVE RABOBANK U.A.,NEW YORK OFFICE,245 PARK AVENUE,"NEW YORK,N.Y.10167",,NEW YORK,United States,,,,,N,N,Y,Y,N,N,,,,,Branch,RABOBANK GRP,COOPERATIEVE RABOBANK UA,,601705,NETHERLANDS,RABOUS33,FIH-Other Banking Financial Inst Not Elsewhere Classified,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,ICBC-LUX,INDUSTRIAL & COMMERCIAL BANK OF CHINA LIMITED,32 BOULEVARD ROYAL,LUXEMBOURG,,,LUXEMBOURG,Luxembourg,,,,,N,N,Y,Y,N,N,,,,,Branch,INDL COMML BK CHINA GRP,INDL & COMML BK OF CHINA,,601101,CHINA,ICOCLULL,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,CTBC BK CL-TPE,CTBC BANK CO LTD,"NO. 168, JINGMAO 2ND ROAD,","NANGANG DIST.,","TAIPEI, 115,",TAIWAN (R.O.C),TAIPEI,Taiwan,,,Attn: Bonds Unit,,N,Y,Y,Y,N,N,,,,,Branch,CHINATRUST COMML BK GRP,CTBC BK CO LTD,,601101,TAIWAN,CTCBTWTP,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,TRANSCREDIT FIN PLC*,TRANSCREDIT FINANCE PLC,,,,,,Ireland,000000,,,,N,N,Y,Y,N,N,,,,,Subsidiary,TRANSCREDIT FIN PLC*,TRANSCREDIT FIN PLC*,,601401,IRELAND,,FIH-Foreign Subsidiary Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,ICBC-SYD,INDUSTRIAL & COMMERCIAL BANK OF CHINA LIMITED,BRIDGE STREET,SYDNEY 2000,SYDNEY-NSW2000,,SYDNEY,Australia,,,,,N,N,Y,Y,N,N,,,,,Branch,INDL COMML BK CHINA GRP,INDL & COMML BK OF CHINA,,601101,CHINA,ICOCAU2S,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,CATHAY UTD-HK,CATHAY UNITED BANK,"LEE GARDEN THREE,","1 SUNNING RD,CWB",HONG KONG,,HONGKONG,Hong Kong,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,CATHAY GRP,CATHAY UTD BK,,601101,TAIWAN,UWCBHKHH,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,MIZUHO BK-TKY,"MIZUHO BANK, LTD.",3-3 MARUNOUCHI 1-CHOME,CHIYODA-KU,TOKYO 100-8210,JAPAN,TOKYO,Japan,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,MIZUHO FINANCIAL GRP,MIZUHO BK LTD,,601101,JAPAN,FUJIJPJT,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,2487
gmp,cis,sta,dly,D,MITSUBISHI TR-NY,MITSUBISHI UFJ TRUST & BANKING CORPORATION,520 MADISON AVE 25 FLOOR,NY 10022 NEW YORK,USA,,NEW YORK,United States,,,,,N,N,Y,Y,N,N,,,,,Branch,MITSUBISHI UFJ FINANCIAL GRP,MITSUBISHI UFJ TST & BKG,,601101,JAPAN,MTBCUS33,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SHINHAN BK-S,SHINHAN BANK,1 GEORGE STREET,15-03,SINGAPORE 049145,,SINGAPORE,Singapore,049145,,,,N,N,Y,Y,N,N,,,,,Branch,SHINHAN BK GRP,SHINHAN BK,,601101,SOUTH KOREA,SHIBSGSG,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SVENSKA-S,SVENSKA HANDELSBANKEN AB.,65 CHULIA STREET,#21-00 OCBC CENTRE,SINGAPORE 049513,,SINGAPORE,Singapore,049513,,,,N,N,Y,Y,N,N,,,,,Branch,SVENSKA HANDELSBANKEN GRP,SVENSKA HB AB,,601101,SWEDEN,HANDSGSG,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,GOVT OF TURKEY-ANK,GOVERNMENT OF TURKEY,,,,,,Turkey,,,,,N,N,Y,N,N,N,,,,,Branch,GOVT OF TURKEY,GOVT OF TURKEY,,817001,TURKEY,TRCGTR2A,OTH-Foreign Central Government,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,NORDIC INVT BK-HEL,NORDIC INVESTMENT BANK,FABIANINKATU 34,00170 HELSINKI,FINLAND,,HELSINKI,Finland,,,,,N,N,Y,N,N,N,,,,,Branch,NORDIC INVT BK,NORDIC INVT BK,,601706,FINLAND,NOINFIHH,FIH-Qualifying Multilateral Development Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,OGB-AU,COMMONWEALTH OF AUSTRALIA,,,,,SYDNEY,Australia,,,,,N,N,Y,N,N,N,,,,,Branch,GOVT OF AUSTRALIA GRP,GOVT OF AUSTRALIA,,817001,AUSTRALIA,AUCGAU2S,OTH-Foreign Central Government,gmp_cis_sta_dly_counterparty,20251201,2511
gmp,cis,sta,dly,D,DEUTSCHE-NY,DEUTSCHE BANK AG,1 COLUMBUS CIRCLE,NEW YORK. NY 10019,UNITED STATES,,NEW YORK,United States,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,DEUTSCHE BK GRP,DEUTSCHE BK,,601101,GERMANY,DEUTUS33,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,KASIKORN-HK,KASIKORNBANK PUBLIC COMPANY LTD,ONE EXCHANGE SQUARE,ROOMS 2801-2808,"8 CONNAUGHT PLACE,","CENTRAL, HONGKONG",HONGKONG,Hong Kong,,,,,N,N,Y,Y,N,N,,,,,Branch,KASIKORN BK GRP,KASIKORNBANK,,601101,THAILAND,TFBSHKHH,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,E SUN BK-TPE,E SUN COMMERCIAL BANK LTD,"5TH FLOOR, NO 115, SEC 3,","MINSHENG E. RD,","TAIPEI, TAIWAN R.O.C",,TAIPEI,Taiwan,,,,,N,N,Y,Y,N,N,,,,,Branch,E SUN COMML BK,E SUN COMML BK,,601101,TAIWAN,ESUNTWTP,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SHANGHAI COMM-HK,SHANGHAI COMMERCIAL BANK LTD,SHANGHAI COMMERCIAL BANK TOWER,12 QUEEN'S ROAD CENTRAL,HONG KONG,,HONGKONG,Hong Kong,,,,,N,N,Y,Y,N,N,,,,,Branch,SHANGHAI COMML BK,SHANGHAI COMML BK,,601101,HONG KONG,SCBKHKHH,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,STD CHART-JKT,STANDARD CHARTERED BANK,WISMA KOSGORO NO 53,JALAN M H THAMRIN,JAKARTA 10350,INDONESIA,JAKARTA,Indonesia,,6621-573-5847/571-9671,Treasury Operations,,N,Y,N,Y,N,N,,6221-574-7618/579-99284,,,Branch,STANDARD CHARTERED GRP,STD CHART BK,,601101,UNITED KINGDOM,SCBLIDJA,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,1713
gmp,cis,sta,dly,D,NAB-SYD,NATIONAL AUSTRALIA BANK LIMITED,255 GEORGE STREET,FLOOR 29,SYDNEY NSW 2000,AUSTRALIA,AUSTRALIA,Australia,000000,,,,N,N,Y,Y,N,N,,,,,Branch,NAT'L AUSTRALIA BK GRP,NATL AUSTRALIA BK,,601101,AUSTRALIA,NATAAU2S,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,1716
gmp,cis,sta,dly,D,INTL RECON DEVT-WSN,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,1818H STREET NORTH WEST,"WASHINGTON, DC204333",,,"WASHINGTON,D.C.",United States,,,,,N,N,Y,N,N,N,,,,,Branch,INTL BK FOR RECONS & DEVT,INTL BK FOR RECONS & DEVT,,601706,UNITED STATES,IBRDUS33,FIH-Qualifying Multilateral Development Bank,gmp_cis_sta_dly_counterparty,20251201,1776
gmp,cis,sta,dly,D,OGB-JP,OGB JP,,,,,TOKYO,Japan,,,,,N,N,Y,N,N,N,,,,,Branch,GOVT OF JAPAN GRP,GOVT OF JAPAN,,817001,JAPAN,JPCGJPJT,OTH-Foreign Central Government,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BK PERMATA-JKT,PT BANK PERMATA TBK,GEDUNG BANK BALI,JL.JEND. SUDIRMAN KAV.27,JAKARTA 12920,INDONESIA,JAKARTA,Indonesia,,,,,N,N,Y,Y,N,N,,,,,Branch,BANGKOK BK GRP,BK PERMATA,,601101,INDONESIA,BBLIIDJA,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,1806
gmp,cis,sta,dly,D,BANGKOK-BGK,BANGKOK BANK PUBLIC CO LTD,P O BOX 95 333 SILOM ROAD,"BANGKOK 10500,THAILAND",,,BANGKOK,Thailand,,66-0-2230-1221,Treasury Operations,,N,Y,Y,Y,N,N,,66-0-2230-2339,,,Branch,BANGKOK BK GRP,BANGKOK BK,,601101,THAILAND,BKKBTHBK,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,1810
gmp,cis,sta,dly,D,TAIPEI FUBON-HK,TAIPEI FUBON COMMERCIAL BANK CO LTD,"16TH FLOOR, K11 ATELIER,","VICTORIA DOCKSIDE,","NO.18 SALISBURY ROAD,","TSIM SHA TSUI, KOWLOON,",HONG KONG,Hong Kong,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,FUBON FIN HLDG CORP,TAIPEI FUBON COMML BK,,601101,TAIWAN,TPBKHKHH,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BENDIGO BK-BENDIGO,BENDIGO BANK LTD,LEVEL 3,169 PIRIE STREET,ADELAIDE 5000,,BENDIGO,Australia,,,,,N,N,Y,Y,N,N,,,,,Branch,BENDIGO & ADELAIDE BK,BENDIGO & ADELAIDE BK,,601101,AUSTRALIA,BENDAU3B,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,CBA-S,COMMONWEALTH BANK OF AUSTRALIA,38 BEACH ROAD 06-11,SOUTH BEACH TOWER,SINGAPORE 189767,,SINGAPORE,Singapore,189767,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,COMMONWEALTH BK GRP,CWEALTH BK OF AUSTRALIA,,601005,AUSTRALIA,CTBASGSG,Restricted/Wholesale Bank (Singapore),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,MIZUHO BK-S,"MIZUHO BANK, LTD.",12 MARINA VIEW,#08-01 ASIA SQUARE TOWER 2,SINGAPORE 018961,,SINGAPORE,Singapore,018961,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,MIZUHO FINANCIAL GRP,MIZUHO BK LTD,,601101,JAPAN,FUJISGSG,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,1568
gmp,cis,sta,dly,D,BK OCBC NISP-JKT,PT BANK OCBC NISP TBK,PT. BANK NISP TBK,BANK NISP TOWER,JL. PROF. DR. SATRIO KAV. 25,JAKARTA 12940 - INDONESIA,JAKARTA,Indonesia,,,,,N,N,Y,Y,N,N,,,,,Branch,OCBC BK GRP,BK OCBC NISP,,601101,INDONESIA,NISPIDJA,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,UNION BK OF INDIA-HK,UNION BANK OF INDIA,SUITE NO 1903-1904,19TH FLOOR,9 QUEEN'S ROAD CENTRAL,,HONG KONG,Hong Kong,,,,,N,N,Y,Y,N,N,,,,,Branch,UNION BK OF INDIA,UNION BK OF INDIA,,601101,INDIA,UBINHKHH,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,CHINA CONSTR BK-BJG,CHINA CONSTRUCTION BANK,"BUILDING 1, YARD 1,","NAOSHIKOU STREET,","XICHENG DISTRICT,","BEIJING,CHINA 100031",BEIJING,China,100031,,,,N,N,Y,Y,N,N,,,,,Branch,CHINA CONSTRUCTION BK GRP,CHINA CONSTRUCTION BK,,601101,CHINA,PCBCCNBJ,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,2666
gmp,cis,sta,dly,D,IND BK CL-FUZHOU,INDUSTRIAL BANK CO LTD,154 HUDONG ROAD,FUZHOU 350003,FUJIAN CHINA,350003,FUZHOU,China,350003,,,,N,N,Y,Y,N,N,,,,,Branch,INDL BK CO,INDL BK CO,,601101,CHINA,FUINCNFZ,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,2735
gmp,cis,sta,dly,D,MITSUBISHI TR-TKY,MITSUBISHI UFJ TRUST & BANKING CORPORATION,"1-8-1, AKASAKA, MINATO-KU,","TOKYO, 107-8472, JAPAN",,,TOKYO,Japan,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,MITSUBISHI UFJ FINANCIAL GRP,MITSUBISHI UFJ TST & BKG,,601101,JAPAN,MTBCJPJT,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BK OF ENGLAND-LDN,BANK OF ENGLAND LDN,DEXTER HOUSE,NO 2 ROYAL MINT COURT,"LONDON EC3N, UNITED KINGDOM",,LONDON,United Kingdom,,,,,N,Y,N,Y,N,N,,,,,Branch,GOVT OF UNITED KINGDOM GRP,BK OF ENGLAND,,817006,UNITED KINGDOM,BKENGB2L,OTH - Central Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,VIET PROSPERITY-HOI,VIETNAM PROSPERITY JOINT STOCK COMMERCIAL BANK,"89 LANG HA, DONG DA,",,,,HANOI,Viet Nam,,04-39288867,TREASURY SETTLEMENT,,N,N,Y,Y,N,N,,04-39288869,,,Branch,VIETNAM PROSPERITY JS COMML BK,VIETNAM PROSPERITY JS COMML BK,,601101,VIETNAM,VPJSVNHN,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,ASEAN FINANCE-S,RESONA MERCHANT BANK ASIA LIMITED,180 CECIL STREET,#17-01 BANGKOK BANK BUILDING,SINGAPORE 069546,,SINGAPORE,Singapore,069546,6225 0727,SIEW HAR,,N,N,Y,N,N,N,,62286142,,,Subsidiary,ASEAN FINANCE-S,ASEAN FINANCE-S,,601002,SINGAPORE,,FIH-Merchant Bank (Singapore),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,TW SHIN KONG CO-TPE,"TAIWAN SHIN KONG COMMERCIAL BANK CO., LTD","27, SEC.1, JHONGSIAO W. ST",SEC 66JHONGJHENG,DISTRICT FLOOR 2,10018 TAIPEI,TAIPEI,Taiwan,,,,,N,N,Y,Y,N,N,,,,,Branch,TAIWAN SHIN KONG COMML BK,TAIWAN SHIN KONG COMML BK,,601101,TAIWAN,SKBKTWTP,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BOC-TPE,BANK OF CHINA TAIPEI,1/2/4 F NO 105 SONGREN RD,XINYI DIST TAIPEI CITY,11073 TAIWAN,,TAIPEI,Taiwan,,,,,N,N,Y,Y,N,N,,,,,Branch,BK OF CHINA GRP,BK OF CHINA,,601101,CHINA,BKCHTWTP,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,LB BADEN WUERT-STUT,LANDESBANK BADEN-WUERTTEMBERG,"AM HAUPTBAHNHOF 2,",70173 STUTTGART,P O BOX 10 60 49,GERMANY,STUTTGART,Germany,,49 711 127 75809,,,N,N,Y,Y,N,N,,,,,Branch,LB BADEN WUERTTEMBERG GRP,LB BADEN WUERTTEMBERG,,601101,GERMANY,SOLADEST,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BK OF CEYLON-COL,BANK OF CEYLON COL,"75, JANADHIPATHI MAWATHA",COLOMBO-1,SRI LANKA,,COLOMBO,Sri Lanka,,,,,N,N,Y,Y,N,N,,,,,Branch,BK OF CEYLON,BK OF CEYLON,,601101,SRI LANKA,BCEYLKLC,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,UNICREDIT SPA-MLN,UNICREDIT SPA,CENTRO SERVIZA,VIA PRATI 12,20145 MILANO,,MILANO,Italy,,,,,N,N,Y,Y,N,N,,,,,Branch,UNICREDIT GRP,UNICREDIT SPA,,601101,ITALY,CRITITMM,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,DBS (HK)-HK,DBS BANK (HONG KONG) LIMITED,11/F THE CENTER,99 QUEEN'S ROAD CENTRAL,HONG KONG,HONG KONG,HONGKONG,Hong Kong,,,,,N,N,Y,Y,N,N,,,,,Branch,DBS BK GRP,DBS BK (HK),,601101,HONG KONG,DHBKHKHH,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,AXIS BK-S,AXIS BANK LTD,REPUBLIC PLAZA UNIT NO. 48-01,"9 RAFFLES PLACE,",SINGAPORE 048619,,SINGAPORE,Singapore,048619,,,,N,N,Y,Y,N,N,,,,,Branch,AXIS BK,AXIS BK,,601002,INDIA,UTIBSGSG,FIH-Merchant Bank (Singapore),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,TAISHIN INTL BK-S,"TAISHIN INTERNATIONAL BANK CO., LTD.",18 ROBINSON ROAD,#26-01,SINGAPORE 048547,,SINGAPORE,Singapore,048547,65 6224 7577,,,N,N,Y,Y,N,N,,,,,Branch,TAISHIN INTL BK,TAISHIN INTL BK,,601101,TAIWAN,TAINSGSG,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,HSBC BK (TW)-TPE,HSBC BANK (TAIWAN) LIMITED,333 KEELUNG ROAD SECTION 1 FLOOR 13-14,110 TAIPEI,,,TAIPEI,Taiwan,,,,,N,N,Y,Y,N,N,,,,,Branch,HSBC GRP,HSBC BK (TAIWAN),,601101,TAIWAN,CHINTWTP,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,BK MANDIRI-JKT,PT BANK MANDIRI (PERSERO),PLAZA MANDIRI.,JALAN GATOT SUBROTO KAV. 36-38,JAKARTA 12190. INDONESIA,,JAKARTA,Indonesia,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,BK MANDIRI GRP,BK MANDIRI,,601101,INDONESIA,BEIIIDJA,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,RESONA PFD GLOBAL SECS-KY,RESONA PFD GLOBAL SECS,,,,,,Cayman Islands,,,,,N,N,Y,N,N,N,,,,,Branch,RESONA GRP,RESONA PREFERRED GLOBAL SECS,,601707,CAYMAN ISLANDS,RPGSKYKY,FIH-Bank Funding Vehicles (Bank risk weight),gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,UOB-NY,UNITED OVERSEAS BANK LIMITED,UOB BUILDING,592 FIFTH AVENUE,"48TH STREET, 10TH FLOOR","NEW YORK, N.Y. 10036",NEW YORK,United States,,1212-382-1881,,,N,N,Y,Y,N,N,,1646-472-8129,,,Branch,UNITED OVERSEAS BK GRP,UTD OVS BK,,601101,SINGAPORE,UOVBUS33,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,2731
gmp,cis,sta,dly,D,ICBCIL FIN CL*,ICBCIL FINANCE CO. LIMITED,HSE 18/F NO.5 BUILDING NO. 1,YARD YUETAN SOUTH STREET,XICHENG DISTRICT BEIJING,100045 CHINA,BEIJING,Hong Kong,000000,,,,N,N,Y,N,N,N,,,,,Subsidiary,ICBCIL FIN CL*,ICBCIL FIN CL*,,602002,HONG KONG,,FIH-Leasing Company,gmp_cis_sta_dly_counterparty,20251201,2732
gmp,cis,sta,dly,D,STATE BK VIET-HANOI,STATE BANK OF VIETNAM,7 LE LAI STREET,HANOI,VIETNAM,,HANOI,Viet Nam,,,,,N,Y,Y,Y,N,N,,,,,Branch,GOVT OF VIETNAM GRP,STATE BK OF VIETNAM,,817006,VIETNAM,SBOVVNHN,OTH - Central Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,VIETINBANK-HANOI,VIETNAM JOINT STOCK COMMERCIAL BANK FOR INDUSTRY AND TRADE,16 PHAN DINH PHUNG STREET,"HANOI, VIETNAM",,,HANOI,Viet Nam,,,Treasury Operations,,N,N,Y,Y,N,N,,,,,Branch,VIETNAM JS COMML BK IND&TRADE,VIETNAM JS COMML BK IND&TRADE,,601101,VIETNAM,ICBVVNVX,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
gmp,cis,sta,dly,D,SMBC-S,SUMITOMO MITSUI BANKING CORP,88 MARKET STREET,#33-01,"CAPITASPRING,",SINGAPORE 048948,SINGAPORE,Singapore,048948,+6563374669,Treasury Operations,,N,N,Y,Y,N,N,,+6568820478,,,Branch,SUMITOMO MITSUI BANKING CORP GRP,SUMITOMO MITSUI BKG CORP,,601101,JAPAN,SMITSGSG,FIH-Commercial Bank,gmp_cis_sta_dly_counterparty,20251201,
